name,stars,review_count,location,elevation,route_type,short_description,long_description,tag_list,n_photos,n_recordings,n_completed,state,State,difficulty,short,long,n_tags,distance,duration
Half Dome Trail,5.0,1943,Yosemite National Park,5206.0,Out & Back,"Half Dome Trail is a 15 mile heavily trafficked out and back trail located near Yosemite Valley, California that features a waterfall and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from April until October.","Yosemite National Park charges a fee to enter. Fees are $35 per vehicle or $30 per motorcycle. If you are entering on foot, horse, or bike the fee is $20 per person. You can also purchase a park specific annual pass for $70.

Note: As of September 11, 2020, the Southern portion of Yosemite is under a fire advisory and Mariposa Grove is CLOSED. Please see the park's website for up to date information before visiting.

Half Dome is a serious endurance hike taking visitors 4800 feet above the Yosemite Valley to spectacular views of Vernal and Nevada Falls, Liberty Cap, Half Dome, and panoramic views of Yosemite Valley and the High Sierra. A permit is required for this hike, see below.

Preparation and safety are key to having a fantastic experience. This is a hike that requires you to be in shape. Most take 10 to 12 hours to hike to Half Dome and back depending on the routes up and down. Plan to leave around sunrise (or earlier) and then have a non-negotiable turn-around time. The trail is fairly well marked but make sure you watch for all trail signs as you can miss them.

The elevation gain is very strenuous, starting with steep climb in the beginning to Vernal Falls, followed by another steep climb to the top of Nevada Falls. After the second waterfall, there is about 1 mile of fairly level hiking until you reach Little Yosemite Campground, followed by steep switchbacks through the forest. At about 7 miles you will reach a break in the trees, with a beautiful view of the side of Half dome with the valley below. After some steep switchbacks carved like stairs into the rock, you will reach Half Dome with only 400 feet to go. These last 400 feet are the most challenging, but also the most rewarding (although you may not realize it until you are comfortably back on the valley floor).

The famous part of the Half Dome hike is the ascent up the cable route. The two steel cables allow hikers to climb the last 400 feet to the summit without rock climbing equipment. The cables are around a 45-55 degree grade, with wooden supports every 10 to 20 feet to rest and maintain your balance. Using gloves is highly recommended to get a better grip and avoid painful blisters. Be sure to tightly secure your water bottles and cameras for the climb up, because you will want them once at the top. The Half Dome cables usually go up the Friday before Memorial Day (conditions permitting) and come down the day after Columbus Day.

Compared to the hike up, the return journey flies by and before you know it you will be back at the top of Nevada falls. You have 2 options here: the Mist Trail, which is how you came up is about 3.4 miles (5.5km), or the John Muir Trail for a slight change of scenery (about 0.5 miles further). The waterfalls suddenly seem much more pleasant as you hike down compared to earlier uphill climb, and it's hard to hold back a smile as you reach the Vernal Falls bridge where you can refill your water (there are also facilities here). About 30 minutes later you are back at the trail head where you can catch a free shuttle to your car or anywhere else in the valley (there is a concession stand near the bus stop where you can buy cold drinks and ice cream).

For Half Dome Permits visit the National Park Service website, recreation.gov or call the Yosemite Park Ranger Station.","['Hiking', 'Nature trips', 'Rock climbing', 'Snowshoeing', 'Beach', 'Forest', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Bugs', 'Rocky', 'Scramble', 'Fee', 'No dogs']",8249,923,6994,california,CA,3,280,1,17,15.0,541.0
Solstice Canyon Loop,4.5,1901,Santa Monica Mountains National Recreation Area,797.0,Loop,"Solstice Canyon Loop is a 3.2 mile heavily trafficked loop trail located near Malibu, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This is an incredibly picturesque, mostly shaded canyon hike in the Santa Monica Mountains. The Solstice Canyon Trail is a popular, well-maintained route with some spur-trail opportunities for more adventurous travelers.

Some of the highlights include the oldest still-standing stone building in Malibu, a small waterfall and creek, and several ruins - including the ruins of a moderate mansion.

From the gate, follow the service road that runs along the right side of the creek. Bear right at the dirt road that takes you up to the 2 odd looking buildings that house the Santa Monica Mountains Conservancy. To the right of the second building, take the Rising Sun Trail. This trail heads up the ridge, with great views of the ocean, then drops down into the somewhat mysterious Tropical Terrace. This is actually the ruins of a home build in the 1960s, and burned in 1982. There are exotic plants, lovely pools, a 30 foot waterfall (if there has been rain recently), and a hidden statue of the Virgin Mary just before you cross the creek heading into the ruins. This is really a fun place to explore!

You can carefully scramble up the rocks on an extremely steep trail to get above the waterfall to a number of lovely pools. The return route is a pleasant shady service road that runs parallel to the stream.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Running', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Bugs', 'Rocky', 'No shade', 'Historic site']",2719,1582,5140,california,CA,2,308,1,14,3.2,110.0
Echo Mountain via Sam Merrill Trail,4.5,2994,Angeles National Forest,1417.0,Out & Back,"Echo Mountain via Sam Merrill Trail is a 5.4 mile heavily trafficked out and back trail located near Altadena, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","This trail is good for running but can be crowded. This route is the Lower San Merrill trail towards Lake. At the beginning, take the second trail further back towards mountain. At the top, turn right for Echo Mtn. 

Alternatively, turn left for Sierra Saddle (turn left again once you hit the paved road and the sign for Sierra Saddle should be on the right; you can take the paved road back up to backtrack to Echo Mtn after you reach the tables—adds on 4 miles). ","['Dogs on leash', 'Kid friendly', 'Hiking', 'Views', 'Wild flowers', 'Wildlife', 'Bugs', 'Over grown', 'Rocky', 'No shade', 'Historic site']",2681,3105,6113,california,CA,2,317,1,11,5.4,188.0
Black Star Canyon Falls Trail,4.5,2959,Cleveland National Forest,941.0,Out & Back,"Black Star Canyon Falls Trail is a 6.8 mile heavily trafficked out and back trail located near Silverado, California that features a waterfall and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.","
Black Star Canyon Trail, a lesser known hiking trail in Orange County of Southern California, is a fun hike to Black Star Canyon Falls. The trail can be accessed off of Highway 241 at Santiago Canyon and after a few miles you will turn left onto Silvarado Canyon and then left onto Black Star Canyon Road. You can park along the road.

Black Star Canyon is an important archaeological site and holds a great deal of history. The canyon was home to the Black Star Coal Mining Company in the 1800s, from which its name is derived. There was also an armed conflict in 1831 between American fur trappers, led by William Woldskill, and a group of native Americans called the Tongva. This was the bloodiest battle in history of the Santa Ana Mountains

The trail starts off on a dirt road and then follows Black Star Creek toward the falls. The last portion of the hike requires boulder hopping up the stream bed to reach Black Star Canyon Falls. This hike is best experienced after heavy rain, as high flow is usually in the rainy season and can be only a trickle during summer and fall. There is heavy poison oak in the area so proceed with caution.

Black Star Canyon Road Restricted Parking Zones 

The County Board of Supervisors recently approved the following recommendations:
- West side of Black Star Canyon Road: (1) “No Parking” zone between the hours of 10:00 p.m.
and 4:00 a.m. from Baker Canyon Road to 400 feet south of the access gate, and (2) a
“Tow‐Away No Parking” zone from access gate to 400 feet south of the access gate.”
- East side of Black Star Canyon Road: (1) “No Parking” zone between the hours of 10:00 p.m. and 4:00 a.m. from Baker Canyon Road to 50 feet south of the access gate, and (2) a “Tow‐Away No Parking” zone from access gate to 50 feet south of the access gate.”
","['Dog friendly', 'Hiking', 'Mountain biking', 'Nature trips', 'Rock climbing', 'Bird watching', 'Cave', 'Forest', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Bugs', 'Over grown', 'Rocky', 'Scramble']",1755,2524,5357,california,CA,3,283,1,18,6.8,202.0
Lands End Trail,4.5,2199,Golden Gate National Recreation Area,538.0,Loop,"Lands End Trail is a 3.4 mile heavily trafficked loop trail located near San Francisco, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, running, and nature trips and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Lands End Trail explores the historic Sutro Baths and offers brilliant view of the Pacific. A must see for any visitor to San Francisco. 

This is the wildest, rockiest corner of San Francisco. A corner strewn with shipwrecks and a history of landslides. At the tip of Lands End is Point Lobos, named by the Spanish for its many lobos marinos (sea wolves), as the barks of those sea lions, as they are called today, drifted up from the rocks below. The sea lions have since relocated to the calmer waters of San Francisco Bay. Trails at Lands End offer a cliff-top walk through dark cypress and open grass and 30-mile views up and down the California coast. The craggy headlands that border the Golden Gate have always challenged developers. The rocky exposed bluffs, often windswept and cloaked in fog, have hampered attempts to tame this corner of San Francisco. Despite the terrain, this section of the Coastal Trail was once a railroad bed, and the adjacent street, El Camino del Mark, once extended through Lands End. The two roads led to the Cliff House, Sutro Baths, and Ocean Beach. Landslides eventually closed both routes.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Running', 'Forest', 'Partially paved', 'Views', 'Wild flowers', 'Wildlife', 'Historic site']",246,1931,6385,california,CA,2,330,1,12,3.4,82.0
"Dipsea, Steep Ravine, and Matt Davis Loop",5.0,1743,Mount Tamalpais State Park,1702.0,Loop,"Dipsea, Steep Ravine, and Matt Davis Loop is a 6.7 mile heavily trafficked loop trail located near Stinson Beach, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, running, nature trips, and bird watching and is accessible year-round.","Hike from the Pacific Ocean all the way up to The Muir Woods Visitor Center. This route offers a spectacular view of the ocean, rushing streams and beautiful waterfalls.

Steep Ravine is a real jewel in Marin County's crown.  Cutting deep into the landscape over millennia the water rushing through Webb Creek has created a spectacularly steep sided and lush canyon shaded by towering redwood trees and populated with a wide variety of local flora and fauna.

The hike begins along the Dipsea Trail at Stinson Beach. It climbs gradually with many ocean views until you reach its' junction with the Steep Ravine Trail. From here it climbs 1000 ft. to Pantoll ranger station in 1.5 miles. There are two significant waterfalls along Webb Creek in Steep Ravine. The upper one is interesting because you have to climb up the waterfall via a 10 ft. high ladder. These waterfalls are best seen in the winter or early spring months, after there has been a lot of rain. Once at Pantoll, cross the highway and head back down to Stinson Beach via the Matt Davis trail. You will find more great ocean views on this trail. Many people like to do this hike in the reverse direction, going up Matt Davis trail and down Steep Ravine. But the Matt Davis trail is longer (4 miles) and it is all up hill if you go this way.","['Hiking', 'Nature trips', 'Bird watching', 'Running', 'Beach', 'Forest', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Muddy', 'No dogs']",5050,1332,5814,california,CA,2,287,1,12,6.7,221.0
Eagle Lake Trail,4.5,1729,Desolation Wilderness,456.0,Out & Back,"Eagle Lake Trail is a 2.4 mile heavily trafficked out and back trail located near Tahoma, California that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from May until September. Dogs are also able to use this trail but must be kept on leash.","Leading into the heart of Desolation Wilderness (a permit is required), the Eagle Lake trail offers forest, lake and far reaching views of Lake Tahoe and the Sierra high country. At the Eagle Falls trailhead, obtain your wilderness permit. Head SW up the trail, climbing gently at first, then ascending a steep set of stone steps. Climb the stairs about 5 minutes to the falls and the short loop trail. Cross the high bridge and enjoy the vista back down the canyon to Emerald Bay. To continue on to Eagle Lake, follow the trail gradually uphill another half mile or so until you reach a fork. The right hand trail leads to the lake, resting in a glacial cirque below North Maggies Peak (about 20-25 more minutes, this is a good hike for children). Take a swim in the cold! Eagle Lake waters, or keep going further to reach Velmas, Dicks, and Fontanillis lakes. The trail can be crowded but offers a great workout and good places to picnic near Eagle Lake on big boulders.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Snowshoeing', 'Walking', 'Bird watching', 'Running', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Muddy', 'Rocky', 'Scramble', 'Snow', 'No shade']",1875,1393,4559,california,CA,2,300,1,20,2.4,57.0
Mount San Antonio and Mount Baldy Notch Trail,5.0,1555,Angeles National Forest,3940.0,Loop,"Mount San Antonio and Mount Baldy Notch Trail is a 11.5 mile heavily trafficked loop trail located near Mount Baldy, California that features a waterfall and is only recommended for very experienced adventurers. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail.","A strenuous loop to the 10,068' summit of Baldy.  Any Southern Californian can point out the white topped Mt. Baldy - actually it's real name is Mt. San Antonio. Baldy is a SoCal icon that stands out boldly as a snow-covered backdrop for much of the year. At 10,068 feet above sea level, the snow often sticks around well into June.

This loop begins at the Manker Flats trailhead (National Parks Adventure Pass required), taking the winding fire road up Baldy Notch, then hiking the Devil's Backbone to the summit. The return route takes you down via the steep Baldy Bowl trail, passing the Sierra Club Ski Hut and San Antonio Falls on the way back to Manker Flats.

This is the third of six southern California summits in the 6-Pack of Peaks bundle. Done in sequence, they provide great training anyone preparing for bigger hikes such as Mt. Whitney or Half Dome. Each hike in the 6-Pack is progressively higher in altitude, and all have respectable distance and vertical elevation gain.

When you're at Baldy Notch, there are several paths that head towards Mt. Baldy (none of the marked).  DO NOT take the far left path.  That will take you to the foot of the Turkeyshoot ski run.  It may be the most direct, but your legs will never forgive you for going up that run. 

No matter how you get there, though, all of the trails take you to Devil's Backbone, which leads you to Baldy.  It's not so bad before the final ascent, but there are places where both sides of the trail drop away, and you could get some vertigo, if you're prone to it.  But the ascent is the real butt-kicker.  When you round Mt. Harwood and head for Baldy, the rest of your path is brutal and relentless. 

The views at the top are incredible, and there's wind-breaks other folks have constructed out of stones, so you can take a breather behind one of those if it's too gusty.  From there, you have your pick of ways down, either back the way you came, down the Baldy Bowl/Ski Hut trail, or the Bear Canyon trail.  Good luck. 

Make sure to check when the ski lift closes, if you plan to take it back.

NOTE: Be sure to park outside of the white line along the road. It can be difficult to see in the snow but the police will have you towed if parked incorrectly.","['Dog friendly', 'Hiking', 'Nature trips', 'Snowshoeing', 'Bird watching', 'Running', 'Forest', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'Scramble', 'Snow', 'Historic site']",6533,1128,5370,california,CA,3,339,1,17,11.5,342.0
Tomales Point Trail,4.5,1811,Point Reyes National Seashore,1177.0,Out & Back,"Tomales Point Trail is a 9.4 mile heavily trafficked out and back trail located near Marshall, California that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, walking, running, nature trips, and horses and is accessible year-round. Horses are also able to use this trail.","Hike out to Tomales Point with stunning views surrounding you on all sides. An excellent out and back day hike.

This open trail offers spectacular views of Tomales Bay, Bodega Bay, and the Pacific Ocean. It is also a prime wildlife viewing trail, as it is remote and the tule elk are enclosed in this reserve. The first 3 miles to Lower Pierce Point Ranch are well marked and maintained, but the last stretch can be overgrown with bush lupine and other shrubs, so long pants and long sleeves are a good idea. The journey all the way to the Point is worth it, for the view is unparalleled. Fog and wind can limit visibility and make this hike more challenging. The Tomales Point Trailhead is at the end of Pierce Point Road, 40 minute driving time from Bear Valley.","['Hiking', 'Horseback riding', 'Nature trips', 'Walking', 'Running', 'Beach', 'Views', 'Wildlife', 'Over grown', 'No dogs']",2354,1643,3255,california,CA,2,323,1,10,9.4,275.0
Cowles Mountain Trail,4.5,4162,Mission Trails Regional Park,908.0,Out & Back,"Cowles Mountain Trail is a 3 mile heavily trafficked out and back trail located near La Mesa, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, running, and mountain biking and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","The scenic pathway up Cowles Mountain is one of the most popular trails in San Diego County. The trailhead starts in the San Carlos neighborhood on the corner of Golfcrest Drive and Navajo Road and summits the highest point in the City of San Diego. Visitors will enjoy great views during the entire ascent but the summit offers 360 degree panoramic views of downtown San Diego, Mexico, North County and Orange County on a clear day.","['Dogs on leash', 'Kid friendly', 'Hiking', 'Mountain biking', 'Running', 'Views', 'Wild flowers', 'Bugs', 'Over grown', 'Rocky', 'No shade']",1394,4482,9937,california,CA,2,330,1,11,3.0,109.0
Icehouse Canyon to Cucamonga Peak Trail,5.0,1703,Cucamonga Wilderness,4314.0,Out & Back,"Icehouse Canyon to Cucamonga Peak Trail is a 11.6 mile heavily trafficked out and back trail located near Mount Baldy, California that features a waterfall and is rated as difficult. The trail is primarily used for hiking, camping, and backpacking and is best used from March until November. Dogs are also able to use this trail but must be kept on leash.","Day/overnight permits are now required for Cucamonga, San Gorgonio and San Jacinto wildernesses. For more information, see the park page here: https://www.fs.usda.gov/alerts/sbnf/alerts-notices

Cucamonga Peak offers amazing views over Southern California's Inland Empire, east toward Apple Valley and beyond. This hike from Icehouse Canyon is a strenuous out-and-back route with over 4,000 feet of vertical gain and a top elevation of 8,859'. The north-facing slope holds snow much later in the season than other peaks. 

From atop Cucamonga Peak you can see most of the better-known peaks in Southern California, including the distinctive saddleback mountains (Santiago and Modjeska peaks) in Orange County; Mt. San Jacinto, San Gorgonio, and Mt. San Antonio (Mt. Baldy).

This is the second of six southern California summits in the 6-Pack of Peaks bundle. Done in sequence, they provide great training anyone preparing for bigger hikes such as Mt. Whitney or Half Dome. Each hike in the 6-Pack is progressively higher in altitude, and all have respectable distance and vertical elevation gain.","['Dogs on leash', 'Backpacking', 'Camping', 'Hiking', 'Forest', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Bugs', 'Rocky']",4921,1506,4587,california,CA,3,355,1,11,11.6,455.0
Temescal Canyon Trail,4.5,2747,Topanga State Park,875.0,Loop,"Temescal Canyon Trail is a 2.9 mile heavily trafficked loop trail located near Pacific Palisades, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, walking, and running and is accessible year-round.","Note: Users have reported that there is a $12 parking fee.

If you want to start with the harder, sunnier part, start to the left on the loop trail. Beautiful scenery. Views of Malibu, Santa Monica and Downtown. Lots of shade near the waterfall, which is often small, but beautiful. ","['Kid friendly', 'Hiking', 'Walking', 'Running', 'Views', 'Waterfall', 'Wild flowers', 'Over grown', 'Fee', 'No dogs']",1848,2897,5640,california,CA,2,251,1,10,2.9,106.0
Etiwanda Falls Trail,4.5,2444,North Etiwanda Preserve,803.0,Out & Back,"Etiwanda Falls Trail is a 3.4 mile heavily trafficked out and back trail located near Rancho Cucamonga, California that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round.","Nestled in the Etiwanda foothills is the Etiwanda Falls Trail. It is a nice out and back hike suitable for the whole family with lots of great scenery and photo opportunities. There are also many informational markers along the way to explain the significance of conserving this area and its role in protecting valuable ecosystem function and sensitive species found there.
 
The falls are found on National Forest property north of the current boundaries of the North Etiwanda Preserve. By going to the falls, you will cross over privately owned property, which is not a designated part of the Preserve. The private property crossed is still a habitat preservation site for which the same conservation practices apply. Dogs are not allowed on this trail. 

NOTE: There is a designated parking area by the trailhead. DO NOT park on the road and walk to the trailhead if the lot is full. Users have reported that the police tow hikers' cars here daily.

Hours:
Winter (November- February) 6:30 AM - 5:00 PM
Summer (March-October) 6:30 AM - 8:00 PM
PARKING GATES LOCKED PROMPTLY AT CLOSING TIME
NO DOGS ALLOWED","['Kid friendly', 'Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Partially paved', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'No shade', 'No dogs']",1463,2323,5015,california,CA,2,242,1,15,3.4,115.0
Horsetail Falls Trail,4.5,1540,El Dorado National Forest,1391.0,Out & Back,"Horsetail Falls Trail is a 4 mile heavily trafficked out and back trail located near Twin Bridges, California that features a waterfall and is rated as difficult. The trail is primarily used for hiking and is best used from May until October. Dogs are also able to use this trail.","NOTE: parking fee of 8 dollars. If you plan on hiking to the fall you also need to apply for a day permit when you purchase your parking ticket, it’s free but you need this to enter the desolation wilderness.

Offline map recommended. Users have reported that the trail is not marked well. 

Please note: some users have reported that the parking lot is often closed in winter. 

Only the first mile is easily accessible as there is very steep exposed terrain after the falls.

The Horsetail falls hike is a short hike with great views that gets you up close with this spectacular South Lake Tahoe waterfall.

The hike starts at Twin Bridges Trailhead off of Highway 50 just past Strawberry. There is a $5.00 fee to park in the parking area at Twin Bridges. From the trailhead, you will follow Pyramid Creek Trail into Desolation Wilderness so a wilderness permit from the ranger station is required.

The hike starts out moderate but quickly picks up elevation as you enter Desolation Wilderness and the Wilderness Boundary Trail. The last half mile of the hike can be difficult, as there is granite rock and boulders that require rock climbing and the trail is not well marked and hard to follow. Once you reach the first rapids/falls area there is a sign. The trail picks back up directly to the left of the sign. If in doubt after this point, stay closer to the water. Once at the falls, you have the option to continue on, however proceed with caution as there are slippery rocks

Late spring and early summer may be the best times to experience Horsetail Falls, as the water flow is heaviest. However a hike up the Pyramid Creek trail to this spectacular waterfall is still a worthwhile experience at any time of the year.

","['Dog friendly', 'Hiking', 'Forest', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Muddy', 'Rocky', 'Scramble', 'Snow', 'Fee']",1842,1223,3232,california,CA,3,280,1,13,4.0,97.0
